UID,title,authors,abstract,keywords,session,teaserUrl,youtubeUrl
3014,Model-Based Reinforcement Learning with Deep Generative Models for Industrial Applications,"Ângelo Gregório Lovatto, Thiago Pereira Bueno, Leliane Nunes de Barros","RL agents can automate industrial systems, e.g., gas turbines and HVAC scheduling, and potentially outperform traditional methods. Such systems have high usage costs, so sample-efficiency is of paramount importance. Our work proposes developing model-based RL solutions that tackle the efficiency problem in this domain. Given the highly stochastic and multimodal nature of these systems' dynamics, we offer two approaches. One is via deep generative models capable of modeling these distributions. The other is decision-aware model learning, which avoids learning accurate models by prioritizing performance in the decision-making task. We aim to identify which is more promising for real industrial applications.",reinforcementLearning,1b,https://storage.googleapis.com/eeml/c2da6e6a521642f2bbd3b36cdc61af8d,https://www.youtube.com/embed/sJFucxBVzdg
3027,H-Mem: Harnessing synaptic plasticity with Hebbian Memory Networks,Thomas Limbacher and Robert Legenstein,"The ability to base current computations on memories from the past is critical for many cognitive tasks such as story understanding. Hebbian-type synaptic plasticity is believed to underlie the retention of memories over medium and long time scales in the brain. However, it is unclear how such plasticity processes are integrated with computations in cortical networks. Here, we propose Hebbian Memory Networks (H-Mems), a simple neural network model that is built around a core hetero-associative network subject to Hebbian plasticity. We show that the network can be optimized to utilize the Hebbian plasticity processes for its computations. H-Mems can one-shot memorize associations between stimulus pairs and use these associations for decisions later on. Furthermore, they can solve demanding question-answering tasks on synthetic stories. Our study shows that  neural network models are able to enrich their computations with memories through simple Hebbian plasticity processes.",neuroscience,2c,https://storage.googleapis.com/eeml/802c3fcc57ae4ff4958f57943e3da684,https://www.youtube.com/embed/G4UQCGfro0w
3028,Concept Saliency Maps to Visualize Relevant Features in Deep Generative Models,"Lennart Brocki, Neo Christopher Chung","While saliency maps may help identify relevant features
(e.g., pixels) in the input for classification tasks of deep neural
networks, similar frameworks are understudied in unsupervised
learning. Therefore, we introduce a new method of obtaining
saliency maps for latent representations of known or novel highlevel concepts, often called concept vectors in generative models.
Concept scores, analogous to class scores in classification tasks,
are defined as dot products between concept vectors and encoded
input data, which can be readily used to compute the gradients.
The resulting concept saliency maps are shown to highlight
input features deemed important for high-level concepts.",unsupervisedLearning,1a,https://storage.googleapis.com/eeml/b5dd333f669a45fca4c5b0854d903aaf,https://www.youtube.com/embed/cOTSgB8kAgY
3037,Book Characters as Library Assistants,"Laura Tolosi, Ariel Lubonja","The vision of the USC Library is to have AI-powered assistants that visitors can talk to, thus offering a modern experience and an innovative interaction with the world of books. We present a chatbot depicting the character Alice from the book The Adventures of Alice in Wonderland by Lewis Carroll. A speech recognition system translates users' spoken questions to text and a question answering system based on BERT is providing the requested information (i.e. facts from the book, biographical information on Lewis Carroll and his work, and some topics about the USC LIbrary).",nlp,2c,https://storage.googleapis.com/eeml/0218bd9af8a14810b785b2b48fc0827e,https://www.youtube.com/embed/c6Khw2dj8PQ
3039,Synthetic18K: Learning Better Representations for Person Re-ID and Attribute Recognition from 1.4 Million Synthetic Images,"Onur Can Uner, Cem Aslan, Burak Ercan, Tayfun Ates, Ufuk Celikcan, Aykut Erdem, Erkut Erdem","Learning robust representations is important for person re-identification and attribute recognition systems. This requires to use a large dataset of diverse person images with annotations, which is costly, and introduces privacy issues. In this paper, we instead propose to use synthetic person images. Specifically, we first introduce Synthetic18K, a large-scale dataset of over 1 million computer-generated person images of 18K unique identities. Moreover, we demonstrate that pretraining of simple deep architectures on Synthetic18K for these tasks and then fine-tuning on real data leads to significant improvements in prediction performances, giving results better than or comparable to state-of-the-art models.",computerVision,1c,https://storage.googleapis.com/eeml/25185a7efcd84a3788c564cc4e139ba1,https://www.youtube.com/embed/jRfyRPbvvss
3044,Quasi-Multitask Learning,Norbert Kis-Szabó; Gábor Berend,"We propose the technique of quasi-multitask learning (Q-MTL), a simple variant of multitask learning, in which the tasks to be modelled are identical. The proposed architecture can be regarded as a new regularization technique encouraging the model to develop an internal representation of the problem at hand that is beneficial to multiple output units of the classifier at the same time. Our experiments corroborate that by relying on the proposed algorithm, we can approximate the quality of an ensemble of classifiers at a fraction of computational resources required.
",deepLearning,1b,https://storage.googleapis.com/eeml/40d443d7e51b4628a5a72268021f0172,https://www.youtube.com/embed/KEvUQ3wYKSw
3046,Using fastText on Semantic Networks  ,Markéta Masopustová,"Semantic networks were developed to help machine translation or artificial intelligence. They centre words with similar meaning close together. This approach is parallel to clustering in machine learning, where similar values create clusters. However, those clusters do not have to be the same ones as in semantic networks. In our project, we aim to compare those clusters.",nlp,2c,https://storage.googleapis.com/eeml/712ab5a5f7524d9c949e8eb98b956b93,https://www.youtube.com/embed/0__t-NalHt4
3050,Method of mobile robot local collision avoidance based on deep reinforcement learning,Bartłomiej Olechno,Local collision avoidance is responsible for choosing proper velocities control signals for an engine driver. Current local collision avoidance is based on a robot dynamic model and a heuristic function that can grade simulated future states of the robot. Sub-optimal control caused by heuristic function and not precise model is the main reason for worthiness of the application of the reinforcement learning-based algorithm in a local collision avoidance task. Described research is concentrated on the training of the reinforcement learning-based controller for a single Turtlebot mobile robot in the Gazebo simulator. Results were compared with the standard algorithm.,Reinforcement Learning for Robotics,3b,https://storage.googleapis.com/eeml/673592dd2c524c97870f4929c8c73e82,https://www.youtube.com/embed/WImFmUTK5Is
3054,Sentiment Analysis of Sinhala News Comments,"Surangika Ranathunga, Isuru Liyanage","This paper presents a case-study on the effectiveness of word embedding techniques for sentiment analysis in the low resource language Sinhala. We experimented with both fastText and Word2Vec. In both cases, skipgram model with 300D gave the optimal result. fastText outperformed Word2Vec and other features such as TF-IDF for both binary(POSITIVE/NEGATIVE) and multi-class (POSITIVE/NEGATIVE/NEUTRAL) classification with Logistic Regression, SVM, and vanilla LSTM. This is due to its ability to be robust to the highly inflectional nature of Sinhala, as it operates at sub-word level.",nlp,2c,https://storage.googleapis.com/eeml/84f61e4670a549369d9f7fbc07b05d9d,https://www.youtube.com/embed/cuNsltTlK_E
3057,Generating balanced multiplayer game levels with GANs and RL,Grzegorz Opoka,"In this work we present a novel approach, combining a modified GAN framework with RL agents, to generate balanced multiplayer game levels. In our experiments, we have created a basic racing game with artificial players varying in skill and strategy. Our level generator is able to create a fair racetracks that do not favor any player.",applications,1a,https://storage.googleapis.com/eeml/7f683e5c945c4b5ba9c37e5ec2735b83,https://www.youtube.com/embed/saqdH26n5zg
3060,BacterOMIC: Antimicrobial Susceptibility Testing Enhanced By Machine Learning Techniques,"Michał Bortkiewicz, Krystian Kurek and Paweł Dębski, PhD","In this work, we show how analytical methods based on machine learning can support novel solutions in the area of medical diagnostics and in particular the determination of antimicrobial susceptibility to antibiotics. BacterOMIC uses ML methods to observe the incubation chambers, improve the quality of collected data and its classification. Here, we present unsupervised anomaly detection method and briefly report most important results. We focus on the recognition and classification of optical disturbances that are created as a result of microbial metabolism and may alter the results of susceptibility test.",unsupervisedLearning,1a,https://storage.googleapis.com/eeml/846fe5bc4bdf49cb95d38c734997075c,https://www.youtube.com/embed/vxF6t_HVThQ
3071,Learning SAT Encodings for Constraint Satisfaction Problems,Felix Ulrich-Oltean,"I present a summary of my PhD research area, Constraint Satisfaction Problems.  I give a motivating example and a brief overview of CSPs, I explain how translation to SAT can help in finding solutions quickly and I outline some preliminary experiments which support the direction of my research to use machine learning to make fine-grained encoding choices for unseen CSPs.",applications,1a,https://storage.googleapis.com/eeml/20a8e8e4c968411cab53154c23051615,https://www.youtube.com/embed/SyihWz34KEw
3083,Autonomous Navigation Scenario Simulation through RL Learning,Bogdan Vajdea,"The policy optimization implemented in the reinforcement learning method, used in the development of an autonomous navigation scenario, is the main innovation factor in building dedicated simulation environments. The issues addressed in the development of this project are: the functioning of the policy optimization algorithm (PPO) and its implementation in the current scenario, the training of machine learning agents, the autonomous navigation and the constraints used for its realization, the further development of a complex simulation system autonomous navigation.",reinforcementLearning,1b,https://storage.googleapis.com/eeml/5c5b2cb554ee4975872125af8867f762,https://www.youtube.com/embed/-TsJufq69uE
3090,One-class Classification for Personal Risk Detection,"Ari Yair Barrera-Animas, Luis A. Trejo, Jorge Rodríguez, Miguel Angel Medina-Pérez, and Raúl Monroy","In this research work, a new approach based on wearable sensors namely Personal Risk Detection is proposed. We defined Personal Risk Detection as the timely identification of when someone is in a dangerous situation, such as a health crisis or car accident, or other events that may endanger a person’s physical integrity. A publicly available dataset named PRIDE was built from 23 users under normal and abnormal conditions. A new one-class classification algorithm designed to run on devices with limited resources and that nowadays stands out as the state-of-the-art classifier for personal risk detection is introduced.",Machine Learning supervised one-class classification,2a,https://storage.googleapis.com/eeml/8989f406be174f11a5ef2f34c12762c6,https://www.youtube.com/embed/FbWwwEIwOSU
3091,Bag of Local Convolutional Features for Invariant Visual Object Recognition,Jaspreet Singh,"Although convolutional neural networks (CNNs) have proven to be very powerful tool for various computer vision applications. CNNs are still impotent to handle geometric transformations such as rotation, reflection and translation which are inevitable case for the task of image classification. Data augmentation is one of the most intuitive solutions to achieve invariance. However, it does not guarantee invariance. In this paper we propose a framework to derive the features invariant to rotation and reflection by using bag of local convolutional feature maps. Further, the proposed geometric invariant framework is evaluated on three object recognition datasets.",computerVision,1c,https://storage.googleapis.com/eeml/2eaea13ed106449bb0360de8d0d706ef,https://www.youtube.com/embed/e2xkhzmrBHU
3092,Evaluation of Character-Level Predictive Language Models,"Konrad Bereda, Łukasz Cesarski","Substantial part of commercial NLP products is successfully powered by word-level language models, but they are not without flaws. The closed vocabulary problem is the main reason of their failures. Limited in size dictionary is enough for English, but is not sufficient for languages with more complex morphology like agglutinative and fusional ones, commonly used in Eastern Europe. Moreover, constructing a vocabulary list is extremely laborious as it involves expertise of linguists and developers. In this paper, we examine the feasibility of using fully character-level neural networks for language model that should be able to overcome the above limitations.",nlp,2c,https://storage.googleapis.com/eeml/14d66f3e5674429fa32d19fabb3186eb,https://www.youtube.com/embed/qrM5Zf0pMi4
3094,Electronic Design Automation using Deep Learning,"S. Indrapriyadarsini, Shahrzad Mahboubi, Hiroshi Ninomiya, Takeshi Kamio, Hideki Asai","With the rising need for high-performance circuits, electronic design automation (EDA) has gained significant attention. Deep learning for EDA has lead to significant improvements in solution quality and speeding the design time and process. Gradient based algorithms are popular in training deep neural networks (DNNs). In this work, we propose a second order Nesterov's accelerated quasi-Newton method for training DNNs and show its efficiency in EDA applications such as electromagnetic modelling and analog circuit design optimization using DNN and physical design automation using deep reinforcement learning.",applications,1a,https://storage.googleapis.com/eeml/e1e183b28e764faba50050df9c383261,https://www.youtube.com/embed/ka7myLeeQ_U
3098,Sub-second structure of motivated behaviours regulated by the neurotensin brain circuitry,"Hanna E. van den Munkhof, Francisco B. de los Santos, Tatiana Korotkova","Here we apply MoSeq, an unsupervised machine learning algorithm, on depth images to automatically classify mouse behaviour with sub-second precision. 

To elucidate the role of neural circuitry in motivation, we activate neurons expressing neurotensin in lateral hypothalamus (LHA) or lateral septum (LS) -part of the reward system- using chemogenetics, while mice engage in motivated behaviours such as feeding and social interaction. 

LHA activation increased consummatory behaviour, while decreasing exploratory behaviour. LS activation had a general opposite effect. These results suggest that neurotensin neurons selectively regulate behaviour related to consumption and exploration, with differential effects depending on brain area. ",unsupervisedLearning,1a,https://storage.googleapis.com/eeml/197567b0e74f4b8eaddb4037556e3085,https://www.youtube.com/embed/WHVkiOPrOSM
3106,Reproduction of DPOD: 6D pose detector and refiner,Mateusz Olko,"The goal of this work is to reproduce DPOD: 6D Pose Object Detector and Refiner paper. In this experiment, RGB images and 3D models of objects are used to retrieve translation relative to the camera and rotations in all three axes. The method is a combination of Neural Network and algorithmic approach. It utilizes so-called correspondence mappings. The mappings are obtained by projecting 3D object points to a cylinder and assigning a color to the point based on the projection coordinates. They allow an efficient pose detection procedure.",computerVision,1c,https://drive.google.com/thumbnail?id=1q4BQbFxqBb2O5qyuX-XLztq_PwlGGLjY,https://www.youtube.com/embed/Dc2uz2XsviE
3107,Permutation-free CGMM: Complex Gaussian mixture model with inverse Wishart mixture model based spatial prior for permutation-free source separation and source counting,"Juan Azcarreta, Nobutaka Ito, Shoko Araki, Tomohiro Nakatani","We propose a permutation-free cGMM for audio source separation, a new probabilistic model, which can resolve permutation ambiguity between frequency bins, and is applicable even when the number of sources is unknown. A recently proposed complex Gaussian mixture model (cGMM) is highly effective for frequency bin-wise clustering when the number of sources is known, but it cannot resolve the permutation ambiguity. To tackle this problem, we extend the cGMM method with a spatial prior called a complex inverse Wishart mixture model over the possible directions of arrival. The absence of the permutation ambiguity facilitates source counting.",applications,2a,https://storage.googleapis.com/eeml/963422398bee491fbc739da2f5f7b4dc,https://www.youtube.com/embed/DnD1bnuHed4
3118,Motivated agent with semantic memory,"M. Kowalik, J. Starzyk, A. Horzyk","An motivated learning (ML) agent operates in a dynamically changing environment in which he is able to create and achieve his own goals, including the goals set by the designer. The environment is represented by a graph that incorporates the principles that rule in the environment. By exploring the environment, the agent learns these principles. The ML agent with memory can use additional knowledge about the environment represented in associative semantic memory and he is able to achieve his goals faster. This memory is based on ANAKG associative knowledge graphs. ",reinforcementLearning,2b,https://storage.googleapis.com/eeml/1194d3d599a54afb8702ffb37808174c,https://www.youtube.com/embed/6MyV6mX-8Uc
3139,NeatSkin: A Discrete Impedance Tomography Skin Sensor,"Euan Judd, Krishna Manaswi Digumarti, Jonathan Rossiter, Helmut Hauser",NeatSkin is an artificial skin sensor used to infer the location of touch employing discrete impedance tomography and machine learning.,robotics,1c,https://storage.googleapis.com/eeml/4389bc9721c84f798d1e47800f68c474,https://www.youtube.com/embed/byvwFz-H7Kk
3149,Automatic Parking with Q-Learning,Leonardo Lai,"Automatic parking is one of the fundamental challenges on the path towards self-driving vehicles.
In this work I show how a reinforcement learning method, namely Q-learning, can be used to deal with the problem of automatic parking. 
The algorithm is then implemented in a simulated environment to prove its effectiveness.",reinforcementLearning,2b,https://storage.googleapis.com/eeml/f2c73bf8ecf14637955f14be74884f07,https://www.youtube.com/embed/UjPmsWEHtsU
3165,Summix- Automated Privacy Policy Analyzer and Summarizer,Shahzeb Ali,TBD,nlp,2c,https://storage.googleapis.com/eeml/11be278d91d04b3a970ec551c2fe1d11,https://www.youtube.com/embed/9mxcu76WLls
3171,Theft Car Surveillance using Multi-level Deep Learning Classification,"Aqsa Hassan, Mohsin Ali, Nouman Durrani, M A Tahir","A multi-level system has been proposed to deal with the problem of fake license plates by integrating ALPR along with recognition of different other features such as vehicle color, make and model. YOLOv3 is applied for vehicle type detection and WPOD-NET is employed to rectify detected license plates, which are fed to an OCR. Several promising CNNs have also been trained and tested using Stanford Cars-196 dataset where Xception outperformed previous approaches with 96.7% accuracy. A novel deep neural network for vehicle color recognition has also been implemented, which is not only computationally inexpensive, but also outperforms other competitive methods.",deepLearning,1b,https://storage.googleapis.com/eeml/3511aed73e8b4cdc9be15168ee30357e,https://www.youtube.com/embed/PzjifN4rwwc
3187,Audio-driven Robot Upper-body Motion Synthesis,"Jan Ondras, Oya Celiktutan, Paul Bremner and Hatice Gunes","Robotic platforms are often limited in their ability to generate behaviours that align with their speech. In this project, we developed an NN-based system that inputs audio from a user and generates upper-body gestures including head, hand, and torso movements of the user on a humanoid robot Pepper. Our system was evaluated quantitatively as well as qualitatively using web-surveys when driven by natural speech and synthetic speech. We compared the impact of various NN models on the quality of synthesised movements, investigated the relationships between quantitative and qualitative evaluations, and examined how the speaker’s personality traits affect the synthesised movements.",robotics,1c,https://storage.googleapis.com/eeml/9bbcfacf36934dcea09e3b7bbcf3a5ff,https://www.youtube.com/embed/x0OYN6zFSLg
3191,Local Climate Zones semantic segmentation using encoder-decoder neural network U-Net,"Vitaliy Kinakh(1) , Rostyslav Bun (1, 2)","Local climate zones (LCZ) are digital maps that describe the urban surface structure and cover with consistency and comparability across cities. In this paper, we present the results of data collection and the semantic segmentation of LCZ for Europe. We collect training images using Google Earth Engine, training labels from the WUDAPT data portal, and use deep learning framework fast.ai for model design and semantic segmentation experiments.
Local climate zones (LCZ) supervised classification (segmentation) using satellite remote sensing images and deep learning algorithms is a promising research field because there is a lot of data, which is generated on a regular basis and there is a huge demand for automatic data classification. ",applications,2a,https://storage.googleapis.com/eeml/bf600075ed324f8d8e8d8d3531ba83c6,https://www.youtube.com/embed/YgeMtcOdIWc
3198,Hyperspectral Imaging for Real-time Classification of Skin Lesions,Ioannis Gkouzionis,"Hyperspectral imaging (HSI) is an emerging non-invasive detection technology able to reveal critical information that conventional imaging systems may not be able to deliver. This research study aims at defining strategies for the analysis of HS images, placing the focal point on the investigation of techniques for the classification of spatio-spectral information. Dimensionality reduction is applied to reduce redundancies, while unsupervised classification is utilised to discriminate between benign and malignant tissue and feed a binary linear supervised classifier. The proposed framework has the potential to assist clinicians in quantifying pigmented skin lesions.",mlMedicalData,1b,https://storage.googleapis.com/eeml/0e733bbf332b49f48389cd5c03dedd72,https://www.youtube.com/embed/e1x55F5uOFc
3204,EfficientDet Reproduction in PyTorch,Vsevolod Konyakhin,"Tremendous work has been done in recent years towards real-time object
detection. In March 2020, Google Brain Team has released source code for
EfficientDet, Scalable and Efficient Object Detection, written in TensorFlow. In
this extended abstract, I propose a PyTorch implementation of EfficientDet that
reproduces results from the original paper. To the best of my knowledge, I am the
first one to achieve state-of-the-art training on COCO dataset in PyTorch. Source
code is publicly available at https://github.com/sevakon/efficientdet",computerVision,1c,https://storage.googleapis.com/eeml/7ec5d96cee3c4a908a00cebc5eecbc42,https://www.youtube.com/embed/t2UShtVz5tw
3213,CAN AUTO-ENCODERS HELP WITH FILLING MISSING DATA?,"Marek Śmieja, Maciej Kołomycki, Łukasz Struski, Mateusz Juda, Mario A. T. Figueiredo","This paper introduces an approach to filling in missing data based on deep autoencoder models, adequate to high-dimensional data exhibiting complex dependencies, such as images. The method exploits the properties of auto-encoders’ vector
fields, which allows to approximate the gradient of the log-density from its reconstruction error, based on which we propose a projected gradient ascent algorithm
to obtain the conditionally most probable estimate of the missing values. Experiments performed on benchmark datasets show that imputations produced by our
model are sharp and realistic.",deepLearning,2b,https://storage.googleapis.com/eeml/f1cfae31e42d498aa5a0724c1a32e16d,https://www.youtube.com/embed/XArVOP3HV14
3214,Quantum-based machine learning investigation of Au(III)-catalysts for acetylene functionalization,"Vladimir Levchenko, Ainara Nova, David Balcells and Mats Tilset","In this work, a data-driven study of the chemical space of cyclometalated Au(III) acetates is presented. For this purpose, we combined quantum mechanic computations (DFT) and ML to enable the prediction of reactivity within large chemical space containing thousands of Au(III)-complexes in the catalytic acetylene functionalization. In the space of 1000 complexes derived from cyclometalated Au(III)-complexes, data from DFT calculations are used to train and test ML models that predict the acetylene insertion energies. We successfully combined Bayesian-optimised artificial neural networks (ANN) with features derived from circular Morgan fingerprints. The resulting ANNs achieved high accuracies, with mean absolute errors (MAE) less than 1 kcal/mol. ",deepLearning,2b,https://storage.googleapis.com/eeml/9001db18d5164373aca2e74ee11e5e0e,https://www.youtube.com/embed/KE2rTM2Xmrc
3216,"Reproducing the Results of ""Deep Learning without Weight Transport""",Vanja Doskoč,"Deep learning algorithms, while devised to run on computers, are fairly similar to the human brain. While both use multilayer networks of processing units, a deep learning algorithm relies on error-backpropagation which utilizes a weight transport. A mechanism which the brain cannot rely on.

Many attempts to circumvent this transport of weights have been made. In the reviewed paper, weight mirroring is proposed as a way to learn more complex tasks without  the need of weight transport: The weights are reconstructed solely from information given by the nodes of the network. ",deepLearning,2b,https://storage.googleapis.com/eeml/dc7acd04a8e04ded87b818ce776cfbe7,https://www.youtube.com/embed/RezYef2xxug
3217,Detecting CNN-Generated Facial Images in Real-World Scenarios,"Nils Hulzebosch, Sarah Ibrahimi, Marcel Worring","Artificial, CNN-generated images are now of such high quality that humans have trouble distinguishing them from real images. Several algorithmic detection methods have been proposed, but these appear to generalize poorly to data from unknown sources, making them infeasible for real-world scenarios. We present a framework for evaluating detection methods under real-world conditions and we evaluate state-of-the-art detection methods using this framework. Furthermore, we examine the usefulness of image pre-processing methods. Lastly, we evaluate human performance on detecting CNN-generated images. Our results suggest that CNN-based detection methods are not yet robust enough to be used in real-world scenarios.",computerVision,2c,https://storage.googleapis.com/eeml/652d414fc9794098a04453ddc4990357,https://www.youtube.com/embed/h3SXPr-_E44
3219,Physics-Informed Neural Networks for Power Systems,Jochen Stiasny,"We explore how physics-informed neural networks (PINNs) can provide a tool to support the transition of power systems towards carbon-neutrality. With PINNs we obtain an explicit function approximation of the solution to the governing highly non-linear differential equations. Compared with traditional solvers this results in a considerable speed-up of the solution time. By using the underlying physics in the training process, we furthermore circumvent the need for historical or simulated data. In case we do have measured data, PINNs can also serve as an estimator to system states and parameters without a change in the PINNs basic structure.",applications,2a,https://storage.googleapis.com/eeml/6def426893074333ac7c96124c470b1c,https://www.youtube.com/embed/mJFVJ7qoxDA
3221,Define recommendations of interaction between teacher and student in the Kutubee Interactive Reading Platform using Machine learning,Oksana Zavada,"The primary research of the project aims to predict a change in the educational trajectory of the reader, based solely on indicators of his behavior: the time and duration of reading, divide of suggestions of readings given by the teacher, and selected by the student. 
The project is based on genuine, not simulated, data collected over two years of SaaS from ""CourseYard"".
The tasks facing us:
    - analyzing the correlation between contents and speed score of reading, amount of reading, book popularity, the probability to be finished
    - student attrition and dropout, page referrals, learning delays, progression problems, failure, assignment completions, bias
    - user's target recommendation for reading",applications,2a,https://storage.googleapis.com/eeml/21a0404a8bf24034ac22e34b8f6106f6,https://www.youtube.com/embed/TdYR0Ggj3rI
3240,YOLACT: Real Time Instance Segmentation,"Daniel Bolya , Chong Zhou , Fanyi Xiao, and Yong Jae Lee","YOLACT is a Real Time Instance Segmentation Method. First, it extracts features using a fully convolutional backbone, then passes them to a Feature Pyramid Network that acts as a single shot object detector. Similarly to RetinaNet, this architecture has multi-level prediction. Each level prediction is composed of 3 parts: a class prediction head, the box regressor head, and a Mask Coefficient.
In this second part, YOLACT uses prototypes, which actually feature maps generated by a Protonet Architecture. Then, for each anchor detected, these prototypes are then combined with the masking coefficients and are added to form a mask.
 ",deepLearning,2b,https://storage.googleapis.com/eeml/77d1e54403f14087845652deb29b620c,https://www.youtube.com/embed/H3qYsNI250A
3242,Image Quality Mapping with Explicit Modeling of Linear and Gamma Corrections,"Jelena Trisovic, supervised by Dr. Radu Timofte","Existing approaches to end-to-end image enhancement use standard convolutional network architectures and rely on their  complex structures to learn mappings from low- to high-quality image domains. In this work, we model such mappings by adding specialized blocks that incorporate a priori knowledge about these domains. We introduce linear and gamma connections as such blocks and use them to capture the color mapping and hence reallocate the capacity of the convolutional network to only take care of super-resolution.  After  evaluating  multiple  network structures, we reveal that the occurrence of artifacts is reduced and perceptual quality improved in comparison to existing approaches.",computerVision,2c,https://storage.googleapis.com/eeml/08bd7444f20e421bbefcf18622ef180e,https://www.youtube.com/embed/4gCZFX8Q-Fc
3251,"G2P and ASR for low-resource phonetic transcription of Tagalog, Cebuano, and Hiligaynon","Angelina Aquino, Joshua Lijandro Tsang, Crisron Rudolf Lucas, Franz de Leon","Philippine linguists are tasked with documenting over 170 indigenous languages. A key part of this documentation is phonetic transcription, which is typically done by hand, and is often expensive and time-consuming. Automated phonetic transcribers provide an alternative to manual transcription, but no such system has yet been developed for most Philippine languages. In this project, we implement three methods—grapheme-to-phoneme conversion, automatic speech recognition, and adaptive alignment—for transcription of small speech corpora in Tagalog, Cebuano, and Hiligaynon. We show that the G2P, adaptive, and select ASR models perform at par with human transcribers while greatly reducing total time and costs.",applications,2a,https://storage.googleapis.com/eeml/6714a56f91bb43828abe434d1ea2d956,https://www.youtube.com/embed/G7M4vhPnIy8
3253,Proximal Policy Optimization paper review,Alvaro Caudéran,"In this paper, I will talk about the Reproduction / Implementation of the 2017 paper
on Proximal Policy Optimization (PPO) published by OpenAI. I will briefly present
the original paper main ideas, discuss my results, and compare them with the original
paper results. Finally, I’m going to make a brief critic on how readable/reproducible I
found the paper to be.",reinforcementLearning,2b,https://storage.googleapis.com/eeml/b9d662c51e5c443988fd636efbf916c9,https://www.youtube.com/embed/DJFYmMIh5mk
3257,Identifying MITRE ATT&CK Techniques in Cybersecurity Text,Vlad Cîncean,"In a cyberattack, the tactics, techniques and procedures (also known in the literature as TTPs) describe the adversary's behaviour. Knowing them is useful both in the process of creating defensive solutions and taking the necessary measures for the prevention of such cyber attacks. We propose to create a text classifier that, given some cybersecurity text, it identifies the adversarial techniques (as defined by ATT&CK) described in it. The approach uses an aggregation of RNNs built under the one-vs-all paradigm. A confusion matrix is used to evaluate the classifier's performance.",applications,2a,https://storage.googleapis.com/eeml/7871394e853e423dbfccc5989ed6e57b,https://www.youtube.com/embed/Xm37HoSN51A
3262,Deep learning of liquid crystal operation,"Dominik Vašinka, Martin Bielak and Miroslav Ježek","Polarization states of light play a vital role in many applications in optical communications, photonic information processing, optical metrology, as well as many others, and therefore a fast and precise method of their preparation and detection is required. Nematic liquid crystals present an essential method, although with a downside of limited precision. In our work, we aim to eliminate this obstacle and the presented deep neural network model enhanced fidelity up to 99.996 %. Moreover, we demonstrate the benefits of deep neural networks in comparison with the analytical description and dataset interpolation.",deepLearning,2b,https://storage.googleapis.com/eeml/28f2f7a4e192446b826a703d9e2fa35d,https://www.youtube.com/embed/wqqUOo2V-rk
3263,An interpretable graph classification solution for a neuroscience use case,"Daniela Palcu, Assoc. Prof. Dr. Camelia Lemnaru, Prof. Dr. Mihaela Dinsoreanu, Prof. Dr. Rodica Potolea. ","The interpretability of Graph Convolutional Networks is significantly more challenging than for image based convolutional networks, because graphs do not exhibit clear spatial relations between their nodes. We proposed an approach for estimating the discriminative power of graph nodes from the model learned by a deep graph convolutional method. To do this, we adapt the Grad-CAM algorithm by replacing the part which heavily relies on the 2D spatial relation of pixels in an image, with an estimate of the node importance by its appearance count in the result of the Grad-CAM. We applied our solution to a neuroscience use case.",applications,2a,https://storage.googleapis.com/eeml/23248789641a45a69d9c353b70490dd2,https://www.youtube.com/embed/QyPvcDUo9nw
3270,"The application of optimization theory and reinforcement machine learning algorithms for finding a trading strategy for the agent and maximizing its profit based on data from the Steam community market. A genetic algorithm was used to optimize the baseline decision strategy, and deep Q-table and Actor-Critic algorithms were used to explore new decision-making strategies for agents.",Volodymyr Mudryi,"The application of optimization theory and reinforcement machine learning algorithms for finding a trading strategy for the agent and maximizing its profit based on data from the Steam community market. A genetic algorithm was used to optimize the baseline decision strategy, and deep Q-table and Actor-Critic algorithms were used to explore new decision-making strategies for agents.",reinforcementLearning,2b,https://storage.googleapis.com/eeml/574526425d954995a4d61ace1bfe1789,https://www.youtube.com/embed/T5r3Cm9xw3g
3284,Mutual help (in)valuable - how machine learning supports molecular modeling approaches and vice versa,"Sabina Podlewska, Rafał Kafel, Rafał Kurczab","Computational methods are now indispensable part of drug design process, being used at its all stages . Effectiveness of various computational methods vary depending on the target, already available ligands and method settings. Here, we carefully examined ML predictions obtained for opioid receptors (mu, kappa, delta). We did not focus on global prediction efficiency, but carefully analyzed single cases with attempts to explain prediction errors. Moreover, we tried to develop general rules for applicability of particular approach (ML-based, structure-based or combined). Finally, we also determined the similarity threshold below which, the usage of structure-based strategy is recommended.",mlMedicalData,2b,https://storage.googleapis.com/eeml/1bbcf1b7ba3e452ab7911f2218dcacbf,https://www.youtube.com/embed/c-oqzeDB9yE
3289,Finding transferable sub-policies using meta-learning,David Kuric,"In reinforcement learning, policies might not transfer well between tasks because they are too specific. However, different tasks often have similar sub-tasks and thus, transfer of sub-policies that form solutions to sub-tasks may be promising. In these cases, it is crucial to set a correct size for sub-tasks in order to ensure that they are both reusable and allow for fast adaptation to multiple tasks. In our work we aim to find this task to sub-task division and to learn corresponding sub-policies by optimizing for post-adaptation performance on many tasks. We perform experiments in simple domain with satisfying preliminary results.
",reinforcementLearning,2b,https://storage.googleapis.com/eeml/b70eb98e97c24271921145af712fde27,https://www.youtube.com/embed/hfKiO3DEUXE
